businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
"['江湾', '广中路', '虹口足球场']",上海,虎扑（上海）文化传播股份有限公司,虎扑,150-500人,2018-08-22 10:22:31,虹口区,本科,"移动互联网,文化娱乐","['金融', '数据挖掘']",全职,4789790,1-3年,15k-25k,"职位描述：

职责描述：
1. 响应业务部门的数据分析、BI报表和数据提取需求，保证准确性、全面性和时效性；
2. 定期追踪业绩及其他关键业务指标情况，通过数据分析，洞察业务动作，引领业务变化，提供决策基础；
3. 配合公司项目需求，制定数据分析测试方案，追踪项目进度；
 

任职要求：
1. 本科及以上学历，计算机、数学、统计、金融等相关专业；
2. 熟练使用SQL 有hadoop hive相关经验，有数仓架构经验更佳
3. 熟悉埋点优化、具备拆解梳理业务流程的能力，有行为数据分析经验优先；
4. 了解聚类分析、主成份分析（PCA）, K-Means, KNN等分析方法，了解相关算法原理；
6. 良好的沟通协调能力、自我学习能力和抗压能力。"
"['长阳路', '平凉路', '江浦路']",上海,上海妙克信息科技有限公司,VIP陪练,500-2000人,2018-08-24 15:22:20,杨浦区,本科,"移动互联网,教育",['大数据'],全职,4464276,3-5年,10k-20k,"职位描述：

【岗位职责】：
1.对在线陪练销售数据、客户人群数据等进行分析，挖掘有价值的信息，为销售部门精细化运营提供数据支持和决策支持；
2.建立业务模型，负责分析结果的验证和产品效果的持续评估，优化产品体验；
3.为业务提供数据报表、可视化分析、业务监控等
 
【任职要求】：
1.本科及以上学历，统计学、数学、计算机相关专业优先，有2-3年业务分析或者电话销售业务分析经验者优先，有成功分析案例特别是教育行业分析案例者优先；
2.熟练使用hive、mysql提数数据，特征预处理；
3.熟练使用Excel、Tableau等分析工具，有R或Python编程开发经验者优先；
4.有数据挖掘，机器学习等相关基础，熟悉基本算法，有相关项目实际经验者优先；
5.敏锐的业务洞察力，能很好地和业务结合发挥数据的价值；
6.较强的执行力，有责任心，积极上进，自我驱动。"
['四平路'],上海,上海析鲸信息科技有限公司,析鲸信息,15-50人,2018-08-25 12:04:33,杨浦区,本科,"数据服务,金融","['金融', '风控', '资信评估']",全职,4126926,1-3年,8k-15k,"职位描述：

职位描述：
1.对区域经济、行业、金融机构、房地产等某一方面具有深刻的认识，能够主导该大类产品的研发；
2.根据经验定义数据收集表单，通过各种途径指导、收集和跟踪相关数据；
3.分析和挖掘海量结构化数据中的规律，构建风险传导规律、总结深度关系逻辑、开发风险管理模型，达成客户风险管理需求；
4.对基础数据进行交叉检验，回测检验模型的准确性；
5.定义风控报告模板，定期和不定期撰写风险报告；
6.利用人工智能相关技术进行有价值金融信息的挖掘和整合。
  
任职要求：
 
1.本科及以上学历，金融学、统计学、经济学相关专业，金融工程专业或具有扎实数学功能复合型硕士优先；
2. 3年以上金融机构、信用评级机构数据分析、风险管理模型开发工作经验优先；
3.精通R、MATLAB、SAS、SPSS、EVIEWS等至少一种统计软件，熟练掌握各种风险管理模型基本开发步骤和原理；
4. 领会各类数据、模型、报告的经济意义，能够从海量数据中找到规律，达成客户的风险管理目标；
5.善于与人沟通，良好的团队合作精神和高度的责任感，能够承受压力，独当一面，良好解决问题能力。"
['华漕'],上海,昆山和君纵达数据科技有限公司,和君纵达,2000人以上,2018-08-20 14:30:08,闵行区,本科,企业服务、数据服务,[],全职,5022061,3-5年,20k-30k,"职位描述：

岗位职责：
1.对互联网/金融等行业客户提供业务咨询，数据分析，模型开发和部署服务，业务涉及精准营销，CRM，风控，市场调研等领域；
2.对内部数据进行梳理/征集/分析和开发，用于内外部服务。

岗位要求：
1.两年以上的数据分析相关工作经验，有互金行业业务运营和产品设计经验优先；
2.熟悉SQL，有大数据，数据仓库，ETL经验和技能者优先；
3.能熟练掌握SAS/R/Python/Java中一种以上数据分析语言工具，并能独立开发；
4.了解分类，聚类，回归，决策树，随机森林，神经网络，SVM等机器学习算法原理，具有独立模型开发经验和能力者优先；
5.了解精准营销，风控策略和系统，市场研究等业务领域和面向客户的咨询能力者尤佳；
6.较强自我驱动的快速学习能力和主观能动性，能快速熟悉业务知识。"
,上海,上海海万信息科技股份有限公司,江苏亿科达,500-2000人,2018-08-24 17:21:28,静安区,大专,"移动互联网,金融","['大数据', 'Hive', '数据挖掘']",全职,3352445,1-3年,8k-12k,"职位描述：

技能要求：
1、计算机，统计，信息，数学等相关专业本科及以上学历；
2、熟练使用SQL，熟悉至少一种数据库软件，如：hive、oracle、mysql等；
3、对数字敏感、有商业意识，能够通过数据发掘有价值的信息；
4、有数据可视化能力，能够制作高效精准的数据图表，有效传递信息；
5、熟练的分析报告撰写与汇报能力。

工作职责：
1 负责数据分析体系的规划和建立，通过数据分析对用户进行分层，为产品、运营、风控等部门提供指导意见；
2 负责渠道推广、运营活动的成本及收益分析，计算ROI，并提出优化建议；
3 处理临时性数据分析需求。"
,上海,行吟信息科技（上海）有限公司,小红书,500-2000人,2018-08-16 11:17:22,黄浦区,本科,"生活服务,电子商务",[],全职,4311252,不限,20k-40k,"职位描述：

工作职责:数据分析师将会专注于小红书的核心产品，用数据和数据技术去理解产品效果，从数据中获取洞见，并推动转变成真实的产品功能。理想的候选人拥有统计学或计算机科学背景，有处理和分析大数据集的经验，并对数据驱动的决策流程有一定的经验。我们期待自主性强、结果驱动的候选人，且有通过数据驱动产品迭代和成长的经历。岗位职责：* 应用数据统计，数据挖掘的专业知识和技能，获取数据并对数据做出可以影响实际决策的解读，通过数据理解用户在用户产品和商业产品中的行为。* 同产品和工程团队一起去解决实际的问题，获取并了解产品的发展趋势和改进方向。* 支持，影响和参与到产品的决策和产品的更新当中。* 数据分析师、数据科学家会实际参与到如下的工作领域中：* 产品监控：    * 参与设定评估团队核心指标并对核心指标做出未来发展的预测    * 设计并评估 A/B test实验    * 监测产品核心指标，能找到核心指标变化的本质原因    * 分析并建设产品DashBoard和给出数据报告    * 建设核心数据去指导产品探索性分析* 探索性分析：    * 对于产品的下一阶段目标和roadmap给出基于数据的建议    * 能对领域内的产品生态，用户行为和长期趋势给出自己的见解    * 不断尝试找到提升核心数据指标的新的抓手    * 建立用户行为分析模型去辅助产品* 产品影响力    * 通过基于数据的分析结果影响产品和工程团队    * 同产品和工程团队深入交流，提供在商业和数据实验上的见解    * 将数据驱动的实践经验在数据，产品，工程团队中进行传播* 数据基础建设    * 主要通过Hadoop和Hive进行基础数据的建立和更新，有可能会涉及到部分MySQL，MongoDB等数据存储中的数据    * 基于ETL框架，通过SQL和Python建立自动的数据Pipeline任职资格:职位要求：* 两年以上互联网数据分析的实践工作经验* 本科及以上学历，计算机，数学，统计学或者相关的专业* 对于SQL或其他编程语言有实际的工作经验* 有实际使用任意脚本语言的经验 (Python, Perl, etc.)* 具有出色的沟通能力，同产品，工程和管理团队沟通交流分析结果并影响到产品的战略和方向* 对统计学有深入理解 (e.g., hypothesis testing, regressions)附加要求： * 拥有计算机，数学，统计学或者相关专业的硕士学历* 对分布式数据计算系统和平台有深入的使用经验(Hive/Hadoop/Spark)"
,上海,拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,2018-08-21 11:16:08,普陀区,本科,移动互联网,[],全职,4960701,3-5年,20k-30k,"职位描述：

工作职责：
1 风控业务数仓的开发、优化、维护及质量评估，风控业务特征的构建、开发及评估，业务口径核验及保障
2 风控业务的现状及成因分析，业务分析报告撰写
3 协调数据相关的内外部合作的相关项目推进落地
4 风控报表的开发维护优化更新
5 各类自动化工具的研发
 
 
任职资格：
1 计算机、数学、统计及相关专业，学士工作毕业两年及以上或对等资历
2 三年以上SQL经验，熟悉Mysql / Sql Server / Oracle 等主流数据库中至少一种
3 对大数据框架有所了解，有Hive及spark经验者优先、有海量数据处理及分布式计算处理经验者优先
4 具有较强的分析及洞察力，有独立进行业务分析及整合报告的能力，能从异常数字特征反溯根源，有丰富数据可视化经验者优先
5 具有良好的沟通能力和协作意识，具有较好的跨团队协同能力
6 熟悉Python / R / Java者优先
7 有模型经验及熟悉机器学习理论者优先、有风控领域工作经验者优先"
,上海,上海晶赞融宣科技有限公司,晶赞科技,150-500人,2018-08-20 09:26:11,闸北区,本科,"数据服务,文化娱乐",[],全职,4887429,不限,12k-24k,"职位描述：

工作职责： 1、负责政务数据/商业数据的研究和分析。例如，通过政务公开数据的挖掘和分析，形成主题研究报告；  2、设计并规划相关数据分析项目的可行性数据框架，同时确保该设计方案的最终实施； 3、通过DMP数据管理平台，进行用户数据、行为数据、商品数据、消费数据等各类数据的分析，进一步挖掘用户属性、用户喜好、潜在需求、忠诚度、商业选址等相关数据，并形成相应的数据分析报告；  4、构建用户行为建模、业务数据分析模型、用户评估体系等，支持个性化项目；  5、了解客户相关需求，与多部门（业务部门和研发部等）密切沟通，负责相关数据的提取、查询、处理、分析等工作； 6、其他数据分析相关工作；  任职资格： 1、本科及以上学历，硕士及计算机、经济、统计、数学、软件工程、信息管理等相关专业为佳；  2、有3年以上工作经验； 3、有较强的数据敏感度和逻辑分析能力。能梳理特定行业业务数据指标，构建业务数据分析体系。 4、熟练掌握Excel的数据处理功能，并能独立设计撰写分析报告； 5、会运用常规的统计学方法与分析算法（如分类、聚类、回归、关联规则、社会网络模型、抽样工具、定类分析、决策支持等）；  6、有责任心、良好的沟通能力及心理承受能力， 较高的团队合作能力和解决问题能力，可以快速处理临时的任务需求； 7、满足以下任一条件者，可优先考虑：有数据分析或咨询行业相关经验、熟悉大数据相关技术、掌握某种统计编程语言R、Python等、或可熟练使用SPSS、SAS、MATLAB等相关数据分析软件。"
"['静安寺', '南京西路']",上海,客锐市场信息咨询（上海）有限公司,客锐市场信息,15-50人,2018-08-26 16:16:12,静安区,不限,数据服务,[],实习,4918464,应届毕业生,2k-3k,"职位描述：

工作内容：
1. 运用Excel(以Vlookup函数和数据透视表为主)进行相关商业数据的分析和校验
2. 与项目支持团队沟通进行数据分析的需求，为运营决策进行数据支持
3. 制作并给客户提供准确的可视化的数据分析报告和有效的发展意见
4. 完成总监交代的其他任务
 
工作要求：
1.     本科及以上学历，会计，统计学，数学，计算机等相关专业，有数据分析经历，热爱数据分析者将优先考虑
2.     需熟练掌握Excel, 熟练使用Python进行数据分析及挖掘工作者将优先考虑
3.     需通过大学英语四级考试、雅思考试6分以上或相应的英语考核资质
4.     能配合独立作业与团队交叉合作,高抗压，逻辑思维优秀，注重细节且有问题解决的工作能力
5.     具有高度敬业精神与团队合作精神，责任心强
6.     需尽快入职"
"['陆家嘴', '塘桥', '花木']",上海,上海中软华腾软件系统有限公司,上海中软华腾软件系统有限公司,2000人以上,2018-08-24 09:51:01,浦东新区,本科,"企业服务,金融",[],全职,4860754,3-5年,16k-20k,"职位描述：

工作要求：    
1.会用Sql、SAS或者hive
2.熟悉常用的分析算法，如回归、聚类
3.熟悉银行信用卡更佳
4.本科以上学历，3年以上工作经验，最好为计算机、数学、统计学相关专业"
"['鲁班路', '五里桥']",上海,云像（上海）数字技术有限公司,云像数字,150-500人,2018-08-20 09:54:21,黄浦区,本科,"数据服务,广告营销","['大数据', '数据挖掘']",全职,4737186,3-5年,15k-20k,"职位描述：

岗位职责：
1. 负责营销云平台数据仓库，数据模型，ETL开发，技术优化与问题解决，并带领团队往大数据方向发展
2. 基于对公司业务的广泛理解，负责CRM运营数据分析，营销数据分析，用户数据分析等
3. 维护和使用现有BI平台进行数据分析
任职要求：
1. 2-5年以上数据分析/挖掘相关工作经验，大型企业，互联网相关领域优先
2. 具备数据挖掘能力，分析能力与展现能力；熟练使用SQL，ETL等数据挖掘相关工具，有大数据领域数据挖掘经历优先
3. 熟悉主流数据库系统，有数据仓库搭建经验优先
4. 熟悉Linux开发环境，具有DBA或运维经验的优先
5. 对于大数据系统的搭建与使用有一定的了解，包括但不限于Hadoop/Spark/Hive/Hbase等
6. 了解常用的数据分析算法，有人工智能相关经验优先
7. 有CRM/ERP实施经验、MDM实施经验者、BI商务分析经验优先
8. 有创业心态，具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验"
,上海,百姓网股份有限公司,百姓网,500-2000人,2018-08-23 11:18:39,徐汇区,本科,移动互联网,"['金融', '媒体', '商业']",全职,4446728,1-3年,8k-14k,"职位描述：

【岗位职责】
1、负责每月代理商业绩和返佣核算，保证业绩和返佣数据的准确性和及时性；
2、支持媒体投放账户对账，以及操作流程的规范化，降低业务风险，提高工作效率；
3、收集业务线成本费用，完成月度经营管理报表的编制，支持团队经营分析工作；
4、定期对各业务线的业绩和核心指标进行跟踪分析，提供警示和分析意见。

【任职要求】
1、大学本科及以上学历，1年财务或数据分析相关工作经验；
2、工作细心、沟通能力强；
3、熟练使用Excel、PPT进行图表制作和分析，较强的数据分析能力；
4、具备财务知识优先。"
"['周家嘴路', '江浦路', '控江路']",上海,上海妙克信息科技有限公司,VIP陪练,500-2000人,2018-08-24 15:22:19,杨浦区,大专,"移动互联网,教育","['教育', '音乐']",全职,4182326,3-5年,10k-18k,"职位描述：

岗位职责：
1、通过对用户行为数据的挖掘和分析建立分析体系，定期出具分析报告并指导业务运营动作调整；
2、长期跟踪在线教育、音乐教育行业的动态和发展，生成行业发展研究报告；
3、通过专题分析，对业务问题进行深入分析，为业务运营决策、产品策略提供数据支持；
4、沉淀分析思路与框架，提炼产品需求，推动数据产品落地；
 
任职要求：
1、2年以上相关工作经历，统计学、数学等专业优先；
2、很强的数据敏感度，能够通过清洗、处理、分析和可视化呈现进行数据挖掘和数据分析；
3、熟悉各种分析软件和应用统计分析方法。"
"['梅园', '陆家嘴']",上海,上海海万信息科技股份有限公司,江苏亿科达,500-2000人,2018-08-24 17:21:26,浦东新区,大专,"移动互联网,金融",[],全职,5029493,1-3年,10k-14k,"职位描述：

要求:
1、精通tableau，能独立制作业务方需求的多维度的tableau报表分析需求；
2、掌握SQL语言，能完成业务方提出的复杂需求；
3、掌握常用的linux命令，了解Hadoop系统，会用impala更佳；
4、有Python基础更佳；
5、理科背景，数学基础好。
6、一年以上的数据分析经验，半年以上的tableau使用经验。
7、有金融机构的数据分析背景更佳。
工作内容:
1、tableau报表: 负责与业务方梳理需求，开发tableau可视化报表，并监控和维护日常的可视化报表；
2、日常报表开发和数据分析:根据业务方需求，负责从大数据平台抽取和分析数据，给业务方开发相应的报表或提供数据分析结果。
3、数据挖掘:根据现有用户数据，进行相关的用户模型分析、业务分析等。"
,上海,上海米哈游网络科技股份有限公司,上海米哈游,500-2000人,2018-08-26 13:45:22,徐汇区,本科,"移动互联网,游戏","['游戏', '数据运营']",全职,4904219,应届毕业生,8k-16k,"职位描述：

岗位职责：
1.  研究游戏中的各个系统，对产品运营数据进行系统研究，为游戏设计和产品迭代提供数据支持；
2.  针对游戏项目进行专项数据分析，提供版本、玩法、活动评估和用户行为研究等内容；
3.  为游戏数据建立分析模型，完善游戏项目的运营数据分析体系，提供日常游戏业务相关的数据支持。

任职要求：
1.  本科及以上学历，数学、统计学、计算机等相关专业背景优先；
2.  对数据敏感，熟悉数据收集和分析方法，掌握数据建模基本原理；
3.  精通SQL，熟悉数据分析工作的方法和工具；
4.  热爱游戏行业，了解游戏设计、运营等内容者优先；
5.  具备良好的逻辑思维能力和分析能力，具有良好的团队协作能力。
（校招简历投递网址：hr.mihoyo.com）"
,上海,北京本来工坊科技有限公司,本来生活网,2000人以上,2018-08-23 18:50:17,徐汇区,本科,O2O,[],全职,5043823,1-3年,7k-10k,"职位描述：

职位描述：
1，负责与公司业务相关数据的收集、整理、统计及分析工作；并通过分析进行内容价值挖掘，提供策略支持 2，监控重点数据，能从数据中发现问题，结合对业务的理解，分析和探索解决方法

任职要求：
1，数学、统计学等相关专业教育背景，具有1-3年数据分析、数据挖掘等相关经验，有独立分析并驱动业务改进经验者更好
2，具备大数据处理能力，掌握SQL等相关数据提取工具，能熟练操作excel，有Python/R/SAS/SPSS等分析工具经验优先；
3，工作认真、细心，有责任感，有较强的主动性和自我驱动，喜欢学习和交流。"
,上海,完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,2018-08-25 12:08:57,杨浦区,本科,"移动互联网,游戏",[],全职,4814196,3-5年,10k-18k,"职位描述：

         
岗位职责:
1、 根据项目目标，时时监控核心指标。及时与研发、运营沟通以调整版本内容及运营活动，不断提升产品质量； 
2、 精通游戏，了解活动目的。基于数据分析，协助运营制定活动，并跟进分析活动效果，给出优化建议； 
3、 从数据角度驱动研发优化游戏玩法，完成日常和专项数据分析报告； 
4、 对数据日志进行设计，负责与研发、运营沟通日志需求并跟进后续工作。 
 
任职资格: 
1、三年以上数据分析或游戏运营相关工作经验，深度参与过一款以上游戏的运营工作； 
2、熟练运用分析工具，具备熟练的数据分析的能力； 
3、能承受较大工作压力，思维缜密，具有优秀的沟通和总结能力； 
4、热爱游戏，对游戏理解能力强，有丰富游戏经验者优先。"
['虹桥'],上海,上海旺旺食品集团有限公司,旺旺集团,2000人以上,2018-08-20 13:49:30,闵行区,大专,"电子商务,移动互联网",[],全职,3459467,不限,4k-6k,"职位描述：

岗位职责：
1、 按时、准确的提供各指标的日数据报表；针对相关联报表进行有效整合；
2、 针对相关日报、周报、月报等不定期数据报表制作的准确性与及时性；
3、 针对每日追踪产生异常数据进行深入分析，提供产生差异线别；及时提报异常数据至相关追踪人员；
4、 对销售预估作业进行规范；定期对系统相关数据进行维护；定期出具销售预估相关数据；不定期对销售预估异常作业进行通报与提醒；
5、 数据报告分析的可参考性；合理的对问题点进行深入分析；
6、 准确及时提供战情会议数据并制作会议报告；
7、 不断优化相关报表设计，提高工作效率；2、提供深入的分析指标及分析方法，保证营运追踪的更加高效；
8、 不定期收集各事业部相关预估销售数据与政策明细；与各单位相关人员保持有效沟通。
任职要求：
1、 大专（含）以上学历，男女不限。
2、 有1年（含）以上快消品行业工作经验者优先；
3、 熟悉使用EXCEL、PPT软件，具有对数据分析，判断能力；
4、 能使用简单的公式优先，如：VLOOKUP,SUMIF等；
5、 符合旺旺有心、用心、道德心、细心之用人原则。"
['鲁迅公园'],上海,广州餐道信息科技有限公司上海分公司,餐道,150-500人,2018-07-30 10:29:45,虹口区,本科,O2O,[],全职,4925128,1年以下,8k-12k,"职位描述：

职位描述 
1、负责互联网+餐饮行业大规模数据分析与挖掘、用户行为分析等。
2、负责公司数据的整理、分析及提交数据报告，重点对用户行为数据进行分析和挖掘，利用数据分析结论推动商户的优化； 
3.对海量业务数据进行整合、分析挖掘，挖掘产品以及用户潜在信息，为营销、运营及决策提供业务分析及数据支持。 

任职要求：
1、2年以上数据分析相关工作经验，熟悉互联网餐饮行业者及有大量数据分析经验者优先考虑；
2、具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律； 
3、极强的数据敏感度， 较强的商业意识，能规划和梳理真正的数据需求； 
4、扎实的统计分析理论基础，熟练使用Office等软件工具，至少掌握一种数据分析工具； 
5、有良好的书面和口头表达能力，能够制作简明的分析报告并有效地传达； 
6、善于沟通，团队协作能力强；"
"['张江', '唐镇']",上海,上海嵩恒网络科技股份有限公司,东方头条,500-2000人,2018-08-24 10:17:53,浦东新区,硕士,"移动互联网,社交网络",[],全职,4765481,不限,20k-40k,"职位描述：

职位描述：工作职责:1.负责大规模文本数据处理工作，包括文本预处理，文本分类，知识抽取，摘要提取，新词发现，语料库维护等工作，并为推荐系统提供NLP方面的数据支持2.参与或负责自然语言处理类项目的开发与实施,确保所负责项目按时、高质量交付3.分析和改进相关算法和策略4.研究自然语言处理领域的前沿技术任职要求:1.nlp方向2年以上研究或工作经验2.扎实的数据结构、算法基础3.具有扎实的编程基础，精通JAVA或Python，熟悉LINUX系统和Shell编程；了解Hadoop生态4.熟悉中文分词、词性标注、命名实体识别、文本分类、主题检测、情感分析、知识库挖掘等NLP相关算法5.熟悉NLP领域中的深度学习算法，并熟练使用深度学习工具5.具备良好的英文文献检索与阅读能力。6.了解NLP、AI等领域的前沿方向与研究动向"
"['洋泾', '梅园', '陆家嘴']",上海,豆沙包科技（上海）有限公司,豆沙包科技,15-50人,2018-08-24 09:58:59,浦东新区,本科,移动互联网,[],全职,5027188,1-3年,10k-20k,"职位描述：

职责：
1）负责公司积累的大数据的分析挖掘
2）负责数据产品的预研、需求、技术开发
3）跨步部门合作数据分析工作，引领变化，提出需求，迭代优化，支持数据产品开发
4）负责与科研机构或商业伙伴合作数据分析和建模项目

任职要求：
1）数学、统计、计算机、金融等相关专业
2）了解常用数据处理和建模原理及技术
3）有大数据分析处理经验、评分模型开发经验、机器学习产品项目经验的加分"
['唐镇'],上海,太平金融科技服务（上海）有限公司,太平金科,500-2000人,2018-08-23 11:02:27,浦东新区,本科,金融,"['大数据', '数据挖掘', '算法', '数据架构']",全职,4967290,1年以下,10k-20k,"职位描述：

岗位职责： 1.理解业务部门分析目标与需求 2.理解待分析数据结构与数据含义 3.进行统计分析开发 4.通过可视化工具对分析结果进行展示 5.分析结果解读 6.分析结果应用建议 
任职要求： 1. 具有计算机、数理统计及相关专业大学本科及以上学历； 2. 熟悉至少一种常用数据库，熟悉Oracle数据库者优先； 3. 熟悉保险行业、医疗行业业务与数据者优先 4. 具有较好的沟通技能，良好的团队合作精神。 5.具有良好的数据洞见能力"
"['张江', '花木']",上海,上海我图网络科技有限公司,韩创科技,500-2000人,2018-08-21 23:01:30,浦东新区,不限,"移动互联网,文化娱乐",[],全职,4670789,3-5年,10k-20k,"职位描述：

岗位职责
1、负责用户体系搭建，制定用户分层策略及方法。通过策略对用户进行分层管理，建立激励体系，提升平台用户的体验，满足各阶段用户的需求；
2、 准确把握、挖掘、分析用户需求，通过制定不同运营策略和各种运营手段，引导用户行为，提高用户留存及转化，促进平台用户关键指标的增长达成；
3、从用户生命周期角度运营用户，维护用户活跃、激活沉默用户，针对不同用户类型设计有效激励机制，提升活跃度和留存率；
4、负责平台会员体系设计和管理，建立会员体系，结合市场和数据分析会员特征及偏好，挖掘会员需求；
5、根据公司战略制订阶段性会员营销策略，开展精细化会员运营，建立有效的用户激励制度和成长体系，制定用户管理制度；
6、熟悉用户画像工具，对用户群体进行细分、挖掘、引导和维护，发现、培养并维护核心用户，形成高度活跃的核心用户群体；
7、关注竞品动态与行业情况，集合行业信息并及时发现用户需求，不断优化运营效果。"
,上海,百度在线网络技术（北京）有限公司,百度,2000人以上,2018-08-16 19:44:11,浦东新区,本科,"移动互联网,数据服务",[],全职,4968301,1-3年,15k-30k,"职位描述：

工作职责:
-参与商业舆情数据抓取能力建设
-参与商业舆情数据中心运行监控,问题处理
-参与商业舆情数据建模的前期设计调研、功能开发、后期维护升级等工作
-参与商业舆情产品研发全过程
职责要求:
-计算机相关专业，本科及以上学历；工作 一年以上；
-能熟练地应用以下一门或几门技术进行软件开发：C/C++/Java/Python; Linux/Unix Shell编程;
-熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术，能熟练使用聚类、回归、分类等算法并调优
-熟悉爬虫框架，有爬虫经验者优先
-了解NLP、舆情算法等基本概念者优先
-有深度学习实践经验者优先
-有责任心，敢于担当，工作积极主动
-具备良好的团队合作精神，能融入多功能团队"
,上海,苏州叠纸网络科技股份有限公司,叠纸游戏,150-500人,2018-08-23 12:05:18,浦东新区,本科,游戏,[],全职,4856184,1-3年,6k-12k,"职位描述：

岗位职责：
1.    负责日常游戏相关业务的数据整理、统计、分析，撰写和汇总报告；
2.   针对游戏进行专项数据分析，包括但不限于活动效果、用户分析等，为运营提供数据支持；
3.   研究游戏的用户精细化运营。
4.   提炼数据产品需求，与开发团队协作进行数据建模工作，完善数据分析体系。

任职要求：
1.    本科及以上学历，1年以上游戏行业数据分析相关经历；
2.   热爱游戏，深度玩过市面上绝大多数话题作品；
3.   具有良好的逻辑思考和分析能力，对数据敏感，熟悉数据收集、分析方法；
4.   熟练使用数据分析工具；
5.   良好的沟通能力，协作能力，具备较强的抗压能力。"
['新天地'],上海,欧泰谱（深圳）科技有限公司,蓝色光标欧泰谱,150-500人,2018-08-23 10:41:48,黄浦区,本科,数据服务 企业服务,"['电商', '广告营销', 'SQLServer', 'MySQL']",全职,4936300,3-5年,9k-15k,"职位描述：

职责描述：
1) 独立与客户沟通，开展营销与CRM需求咨询，挖掘商业痛点并形成数据分析需求；
2) 在数据库中整理清洗数据和统计分析，计算和筛选变量，提取特征，刻画数据特征；
3) 负责数据建模和日常报表的开发，并结合实际效果不断进行模型的训练和迭代，管理模型生命周期的全流程；
4) 与业务团队配合针对数据分析结果形成业务策略，指导营销与CRM活动；
5) 针对商业问题和实际业务，参与创新方法和应用的研发，充分挖掘数据的商业价值。
 
职位要求：
1) 大学本科及以上学历，数学、统计、计算机等专业毕业；
2) 三年以上商业数据分析、数据管理经验，（在咨询公司从事过母婴奶粉、快消零售等行业数据分析、数据挖掘建模分析经验者优先）；
3) 可熟练使用数据库，编写SQL存储过程，能独立完成简单的ETL任务；
4) 掌握至少一种主流数据挖掘或数据分析工具，如Python、SAS、SPSS、R等；
5) 对大数据行业有热情，有数据好奇心，具备良好的学习能力、逻辑思维能力、沟通能力、团队协作能力和执行力。"
,上海,北京源石云科技有限公司上海分公司,源石云,50-150人,2018-08-20 09:23:40,徐汇区,大专,"移动互联网,电子商务",[],全职,5001569,1-3年,9k-15k,"职位描述：

工作职责：
    1、 基于大数据对于用户信用数据进行综合分析处理
    2、 从数据中挖掘有效的规则
职位要求：
    1、良好的沟通能力，优秀的学习和团队协作能力
    2、 热爱数据分析，喜好专研，擅于应用算法解决实际问题
    3、 计算机或数学专业优先
    4、 具备一定的统计学知识，对于数据挖掘有一定的了解
    5、Python熟练者优先"
,上海,上海瑞阙文化发展有限公司,上海瑞阙文化发展有限公司,150-500人,2018-08-24 10:17:36,黄浦区,本科,"移动互联网,金融","['电商', '金融', 'SPSS']",全职,4460066,1-3年,10k-20k,"职位描述：

岗位职责：
1. 负责制作、整理、汇总、统计分析客服部各种相关数据报表；
2. 负责相关业务数据拉取与整理，对多种数据源进行深度诊断性组合分析、挖掘，出具数据报告，为客服部整体运营提供数据支持；
3. 以客服部为中心挖掘分析主题，开展数据分析工作，基于数据分析成果，为管理层和相关业务部门提供商业策略分析和业务优化建议，持续改进客服运营效果。
任职资格：
1. 本科及以上学历，数学或统计学相关专业；
2. 熟练运用WORD/EXCEL/PPT/VISIO等软件，熟悉Excel函数公式及数据透视表使用并制作各类报表；
3. 具备数据统计整合工作经验 ，对互联网电商或金融行业有一定的认知和理解；
4. 具备较强的数据分析及处理能力，能够熟练运用Excel、PPT软件，特别是公式及函数运用，能够制作专业数据分析报表及汇报PPT；
5. 对数据敏感、逻辑性强，分析问题客观有依据；
6. 具备较强的抗压能力、沟通表达能力，能够在工作中独挡一面；
7. 诚信正直、积极主动、做事细心。"
,上海,中诚信征信有限公司,中诚信征信,150-500人,2018-08-17 10:24:32,黄浦区,硕士,"数据服务,人工智能",[],全职,4070433,1-3年,15k-30k,"职位描述：

岗位职责：
1）负责信贷业务数据处理、变量加工和建模等工作；
2）与产品、技术的同事沟通协作，推动信用评估模型在具体业务层面和风控系统中的落地使用；
3）参与数据源接入的相关需求和数据测试工作；
4）跟踪、监测、维护及优化信用评估模型体系，确保模型的有效性；
5）参加和跟进与风险管理相关的系统项目开发和测试工作。
 
任职要求：
1）1年以上风险建模相关经验；
2）熟悉建模流程和原理，能够围绕业务和产品特征建模解决实际问题；
3）熟练使用R/python其中一种统计分析软件即可，熟练使用 SQL，熟悉Java者优先录用；
4）硕士及以上学历，数学、统计、计算机等相关专业均可。"
