businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
,北京,北京字节跳动科技有限公司,字节跳动,2000人以上,2018-08-25 21:54:21,海淀区,本科,"移动互联网,数据服务",[],全职,4291145,3-5年,15k-30k,"职位描述：

        职位职责：
1、负责运营业务的数据管理、业务分析工作，对各类分析任务中发现的问题，进行跟踪
、定位、分析工作；
2、根据公司政策和业务发展趋势，定期做销售分析，从代理商纬度、产品纬度、行业纬
度、客户纬度对整体的业务进行分析，及时发现问题进行预警，并提出解决办法；
3、对部门现有业务数据进行梳理汇总和跟踪监控，建立日常跟踪监控体系，及时敏锐的
发现业务数据变化趋势；
4、对运营中存在的问题点、困难点，给出数据支持、分析报告建议、问题解决方案；对
重要节点或特殊节点业务消耗的变化进行专门的研究并形成分析报告；
5、构建各种分析和预测模型，通过跟踪和监控重点数据, 发现潜在的缺陷与机会,为业务决
策提供数据支撑。

职位要求：
1、本科学历以上，3年以上互联网数据分析经验，数据化运营经验，互联网广告等
相关经验优先；
2、良好的数据敏感度，能从海量数据中提炼核心结果，有丰富的数据挖掘，信息采集整
理，分析能力；
3、熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；
4、精通Excel和PPT，熟练使用SQL和tableau或其它数据分析工具优先；
5、有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目，有较强的逻辑
思维能力及抗压能力。"
,北京,北京微播易科技股份有限公司,微播易,150-500人,2018-08-24 10:01:32,朝阳区,大专,广告营销,[],全职,4545004,3-5年,10k-20k,"职位描述：

工作内容：

1、制定自媒体内容运营及数据分析策略并执行；
2、深度关注自媒体行业，发掘自媒体人需求和痛点，完成相关内容创作和运营；
3、独立开展自媒体行业及自媒体人群数据调研，完成数据分析与统计，产出数据分析报告；
4、完成领导安排的其他工作；

职位要求：

1、本科或以上学位；数学、统计学、计算机、金融或相关专业，3年以上自媒体领域内容运营和数据分析经验。拥有分析调研机构或行业协会工作经验优先考虑；
2、深度理解自媒体行业，能够独立完成深度内容选题和创作；
3、熟悉多种数据源深组合分析，熟练操作Excel，熟练使用1种以上数据分析和挖掘工具；
4、对数据敏感，具备良好的逻辑分析、文字表达及沟通推进能力，能独立完成数据分析并产出报告；
5、良好的学习与抗压能力，能自我驱动，有强烈的责任感。"
"['朝外', '朝阳门', '东大桥']",北京,北京怡合春天科技有限公司,本木医疗,50-150人,2018-08-23 11:22:05,朝阳区,本科,"移动互联网,O2O","['医疗健康', '数据挖掘']",全职,4729836,3-5年,15k-20k,"职位描述：

工作职责:* 根据部门业务及发展需求，进行业务预测与分析可视化模型设计，辅助搭建业务BI分析平台* 运用数据分析手段，确定业务关键指标，描述业务特征，发现业务瓶颈，分析业务增长潜力* 理解业务，挖掘用户行为特征等信息，为运营和产品改进提供数据支持和可落地的优化方案，并监控和评估实施效果。* 参与对外的分析需求对接，协助部门将数据产品化职责要求:* 3年以上商业化数据分析相关经验* 具备数据分析、挖掘、清洗和建模的能力* 有较好的数据库相关知识储备* 熟练掌握SQL等相关数据提取工具* 掌握至少一门数据处理语言，如Python, R等* 具备良好的数据敏感度和商业敏感度，能从数据中发现问题* 优秀的逻辑思维能力和表达能力* 具备执行力、推动力与合作精神* 具有医疗相关行业数据分析经验者优先* 具有Tableau等可视化工具使用经验者优先"
"['上地', '西北旺', '马连洼']",北京,车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,2018-08-24 10:36:07,海淀区,本科,O2O,"['大数据', '金融']",全职,3786892,3-5年,20k-40k,"职位描述：

职位描述
1.基于对瓜子二手车、金融以及新车业务的理解，为业务方向和决策提供数据分析支持；
2. 与业务线同学一起搭建监控指标体系并产品化，及时发现业务问题并寻求解决方案；
3. 为业务团队提供专题分析、数据分析与挖掘等相关服务，为业务方提供决策支持或解决方案；
4. 在指定的情况下，能主动寻找机会获得资源并落地；尝试提炼数据产品需求，推动数据产品落地

任职要求

1.统招本学历，3年以上相关工作经验，互联网工作背景优先 
2.具有结构化思考和解决问题能力，思维清晰，逻辑性强 
3.善于用数据解决问题，数据敏感度高，熟练使用SQL、R等分析工具 
4. 能够积极主动地推动数据成果落地，并取得良好业务结果"
"['望京', '来广营']",北京,北京三快在线科技有限公司,美团点评,2000人以上,2018-08-23 15:31:25,朝阳区,本科,"移动互联网,O2O","['本地生活', '商业', 'BI']",全职,3450318,3-5年,10k-20k,"职位描述：

工作职责：
1、协助全国外卖代理业务每月目标预测与绩效考核
2、协助进行不同地区外卖业务的数据分析与业务运营
3、每季度2-3次一线出差调研
 
任职要求：
1、全日制985、211本科及以上学历
2、1年以上相关工作经验，特别优秀可放宽
3、沟通能力强，适应不定期出差生活（每次约1-3天）
4、有o2o和渠道工作经历，能自己使用sql取数，ppt或excel技能杰出者优先考虑"
['双榆树'],北京,北京车之家信息技术有限公司,汽车之家,2000人以上,2018-08-23 10:23:11,海淀区,本科,"移动互联网,文化娱乐","['汽车', '大数据']",全职,4632100,3-5年,15k-25k,"职位描述：

1、负责统筹集团事业部的数据业务工作，与相应事业部的共同完成数据建设，提升数据能力；
2、与业务部门保持经常性沟通，深入了解业务发展情况，为推动业务改善和提升提供数据及业务支持；
3、梳理业务逻辑，帮助业务建设指标体系，帮助业务管理运营的效率提升以及提供业务策略；
4、负责汽车之家大数据平台技术能力输出给各业务事业部，在各业务落地数据类项目和产品； 
5、配合集团的战略发展，协同业务共同建设集团的数据资产; 6、帮助业务建设数据能力，进行培训、产品宣讲、项目深度合作等工作； 

任职资格： 
1、本科以上学历,统计学、数学专业，或经济管理等； 
2、3年以上业务分析、产品运营分析经验，具有良好的逻辑思维能力并对数据有较强的分析能力和敏感度； 
3、熟练操作SQL、EXCEL、PPT； 
4、逻辑思维能力强，较强的业务和行业洞察；责任心强，踏实肯干，对业务有想法和热情；动手和实操能力强； 
5、善于与业务各级别同事的沟通。"
"['西北旺', '上地', '马连洼']",北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018-08-23 09:35:28,海淀区,本科,"移动互联网,O2O","['大数据', '数据挖掘']",全职,4760665,3-5年,18k-35k,"职位描述：

职责:
1.对产品、市场、运营数据进行分析、监测、统计，并形成指标体系；
2.制定业务核心指标，并进行分析维度拆解，通过对多维数据的深入分析，发现数据异常并定位原因，提出解决方案；
3.搭建业务转化漏斗，通过对用户行为深入分析，发现用户增长关键因素，联合产品、研发、运营等团队寻找提升用户成长方案，推动落地并评估效果；
4.对主要竞品的产品改进、数据波动保持密切关注，并进行细致对比分析，挖掘可借鉴方向。
任职要求:
1.统计学、数学、计算机等相关专业本科及以上学历；
2.较强的统计学基础，优秀的数据处理能力，敏锐的数据洞察力，良好的业务理解力；
3.熟练掌握Hive/SQL精通excel，了解基本的数据分析方法与模型；
4.能独立完成从数据提取到模型构建，部门沟通到输出分析报告，提出并解决具体的业务问题。"
"['上地', '西北旺', '马连洼']",北京,小船出海教育科技（北京）有限公司,作业帮,2000人以上,2018-08-22 19:13:12,海淀区,本科,"移动互联网,教育",[],全职,4538906,3-5年,20k-35k,"职位描述：

工作职责:1、结合业务的发展目标，建立用户全生命周期分析，追踪分析用户行为，最大化用户价值      2、通过数据分析挖掘和研究用户需求，产出分析成果为产品改进提供数据支持，帮助完成产品优化常态化输出反馈分析报告，提供给渠道、运营、产品线负责人，支撑进行产品线决策3、沉淀日常分析需求，搭建平台化数据分析体系，建立例行的数据监控和汇报机制4、优化和改进现有的数据统计和报表系统，提升分析效率5、透过用户行为数据分析，明确潜在商业化价值，提出增值方案任职资格:年以上相关经验，统计、数学、计算机、经济、金融相关专业；良好的分析能力和逻辑思维，具备条理性、数据敏感性；工作严谨，责任心强，执行力高，有团队意识；掌握python等一门脚本语言加分项。"
['和平里'],北京,北京百观科技有限公司,百观Lab,15-50人,2018-08-16 11:52:51,东城区,本科,"数据服务,金融","['大数据', 'SQL']",全职,4617403,1-3年,15k-25k,"职位描述：

职位描述：
数据分析师是百观数据产品开发的中坚力量，未来有机会成长为公司的数据科学家。我们会一起挑战有趣的技术难题，在自由开放的氛围下，将前沿的数据分析技术转化成业界独一无二，极具价值的产品。

职责：
• 和行业分析师一起制定分析需求，把分析需求转换数据产品需求
• 设计数据产品的计算方案，并进行精准的推导计算和优质的结果呈现
• 搭建数据产品生产体系，进行数据产品整体规划， 包括数据收集模块、数据仓库、表格及中间表、数据质检、自动化分析、成品数据输出及可视化
• 参与制定整体产品开发计划，管理技术部门的开发进度，协助解决开发过程中的问题

要求：
• 本科以上学历，211学校及以上；统计、计算机、计量经济或者其他有设计定量分析专业背景者优先
• 1-3年数据分析工作/实习经验
• 能够熟练使用SQL，Python，Excel等数据分析语言和工具
• 有过hive/spark等大数据工具经验者优先
• 有MapReduce编程经验者优先
• 有独立带领及完成数据分析项目经验者优先；
• 良好的分析判断能力，能抓大放小，能独立安排工作优先级
• 有洞察力和创新意识，快速学习能力强，适应高强度挑战

关于我们：
百观科技（BigOne Lab）是一个年轻开放的金融数据技术公司，致力于给全球投资机构抓取、分析、可视化非常规数据的产品。我们的客户是位于北京，纽约，和新加坡的数家国际一流投资机构，涉及的投资决策上千万美金。

我们位于北京，是一个快速成长的国际化创业团队，成员来自国际一流技术与金融公司。为了做出最棒的产品，我们需要同样充满好奇心，技艺高超的小伙伴。我们提供：

- 极有竞争力的待遇
- 有趣的同事
- 超棒的办公环境，紧邻雍和宫五道营 #我们也不喜欢西二旗
- 弹性工作制 #我们也不相信996
- Herman Miller座椅
- 和百观技术顾问团交流学习的机会(百度机器学习T9，前豌豆荚资深架构师，斯坦福AI博士等)
- MacBook Pro，缤纷餐饮，免费口罩..."
,北京,上海嵩恒网络科技股份有限公司,东方头条,500-2000人,2018-08-24 10:07:07,海淀区,本科,"移动互联网,社交网络",[],全职,3692994,3-5年,10k-20k,"职位描述：

岗位职责:
1、负责东方头条相关业务数据分析，定期完成日、周、月、季报等数据报告工作。负责运营业务的产品以及运营数据优化。
2、监控运营相关数据，能从数据异动中发现问题，并输出有价值的分析报告，为产品和运营决策提供支持
3、面对运营精准化的要求，针对用户增长率，流失率等等，能基于海量的用户数据，挖掘规律并建立分析模型，向运营提出建议或方案4、面向黑客增长和精准营销。建立关键指标体系并与模型、产品、数据、运营等成员密切配合，找到关键因素和应对策略岗位要求:
1、工作经验3-5年，理工科背景，数学、统计、金融、计算机等相关专业优先，熟练掌握Hive/SQL，Python/R 尤佳，具备数据分析、挖掘、清洗、建模相关工作经验2、理解信息流形态下算法分法用户的原理，理解用户和内容的特征和标签等基础概念，有过信息流产品的分析经验优先
3、了解互联网产品完整生命周期的运营，熟悉互联网产品整体实现过程，包括市场分析、需求分析、业务流程设计、用户研究等
4、学习能力强，能快速掌握所负责业务领域数据，并利用数据进行评估优化
5、善于沟通，执行能力强，有团队合作精神，具备较强的数字分析与简报能力，勇于担当，抗压性强"
,北京,北京凯声文化传媒有限责任公司,凯叔讲故事,150-500人,2018-08-13 10:12:29,朝阳区,本科,"移动互联网,教育","['大数据', '数据挖掘']",全职,4081316,3-5年,15k-25k,"职位描述：

1.通过数据挖掘和量化分析为公司的运营和产品提供洞见; 2.与产品, 研发, 运营密切合作, 通过数据来发现业务的增长点, 并与多方合作实现产品落地, 帮助业务增长; 3.设计、开发、维护核心报表帮助管理层和运营合作方了解核心业务的情况; 4.对接产品和运营, 管理和整合数据的需求, 并与相关部门合作开发对内外的数据产品. 岗位要求： 1.国内外科技公司或在其他行业的量化分析领域累计2年以上工作经验; 2.用数据对业务(产品, 运营, 策略等)产生过实质影响; 3.熟悉常规数据分析方法, 对自身的数据分析经历有系统沉淀, 学习能力强; 4.熟悉 SQL 和至少一种解释分析语言(R, Python等), 并熟悉数据可视化; 5.良好的沟通能力, 耐压力, 和强大的推动力."
['高碑店'],北京,北京金山网络科技有限公司,猎豹移动,500-2000人,2018-08-10 17:29:16,朝阳区,本科,"移动互联网,信息安全","['直播', '移动互联网']",全职,4985342,3-5年,15k-30k,"职位描述：

工作职责:1、负责直播类产品的数据分析相关工作，配合产品和运营挖掘问题和优化改进点；2、输出常规性的产品运营日报、周报等，用数据指标监测和评估产品和运营质量；3、提供常规产品及运营、投放分析、竞品监控等业务所涉及各方面的数据分析及数据支持，为决策提供依据。任职资格:1、有互联网产品运营或数据分析相关工作经验，社交软件行业经验者优先；2、数据价值挖掘能力强，对数据有较高的敏感度，数学、经济相关专业者优先；3、了解数据分析的主要思路和方法，有较强的逻辑分析能力，并具备良好的沟通能力和表达能力；4、精通Sql、Excel、PPT等数据查询分析和数据汇报工具；5、工作认真细致，积极主动，学习能力和抗压能力强。"
['清河'],北京,北京比特大陆科技有限公司,比特大陆,150-500人,2018-08-23 10:11:24,海淀区,本科,"移动互联网,硬件",[],全职,3311874,3-5年,8k-15k,"职位描述：

岗位职责：
1、负责数据中心的数据分析相工作。如日报及其他数据分析、汇总等；
2、负责分析各数据中心电力损耗及算力差异；
3、负责各数据中心运维指标管理，以数据为依据来驱动对现场的管理，并以最终数据来检验管理结果；
4、负责服务器运行情况分析、参与现场改造优化方案、随时跟进改造结果；
5、协调所有相关部门，不良服务器及时得到维修，保证服务器的运行良率。
 
任职资格：
1、本科及以上学历，自动化、电力、通信、计算机等相关专业背景；
2、有IDC机房数据中心运营支持相关工作经验者优先；
3、对数据敏感，能熟练操作office软件，精通Excel函数及相关数据分析工具；
4、具有优秀的沟通、协调及独立思考能力，较强的逻辑分析能力、执行力和团队协作精神；
5、学习及抗压能力强，做事认真仔细，责任心强。
 
公司福利：
1、丰厚底薪+绩效奖金+年终奖
2、六险一金+节日福利+带薪年假
3、食堂+班车+弹性工作时间
4、每年一次免费体检+集体出游+员工生日会
5、提供免费早餐+中午餐补+中午餐后水果+下午茶
6、良好的办公环境（独栋写字楼、休闲设施、健身中心）"
,北京,北京闪送科技有限公司,闪送,150-500人,2018-08-23 16:40:24,海淀区,本科,移动互联网,['大数据'],全职,4184043,3-5年,13k-25k,"职位描述：


工作描述：
1、基于对业务的深刻理解，协助处理和分析、挖掘运营数据，以数据驱动重要策略决策和资源分配方案，形成可复制的方法论。
2、用户数据分析：通过用户数据追踪与分析，从数据中发现关键问题并提出优化方案，通过数据应用推动产品改进，运营调整；构建用户数据模型，挖掘用户属性及用户喜好等需求，为精细化分层运营提供支持。 
3、主导策略实验的设计、落地，运营最小可行方案 ，并进行完整的闭环分析，逐步推进产品化。
4、相关行业数据分析：搜集行业、企业相关外部数据，提供行业和竞品有参考价值的数据，形成分析报告，支持战略规划。

岗位要求：
1、本科及以上学历， 211/985重点大学毕业，统计学、计算机、经济等专业优先。
2、三年以上工作经验，有互联网公司平台策略、业内知名管理咨询公司、业内知名市场调研公司等工作经验优先考虑。
3、数据驱动，熟悉sql和SAS、R等分析统计软件者优先；熟悉MVP等方法论，能够完成从零到一的多因素实验设计；有数学建模能力、熟悉大数据算法者优先。
4、学习能力强，开放灵活，优秀的跨团队沟通能力。"
['广渠门'],北京,上海鋆创信息技术有限公司,易居中国-创新研发中心,2000人以上,2018-08-03 17:55:06,东城区,本科,"移动互联网,电子商务",[],全职,4953619,不限,15k-25k,"职位描述：

岗位职责
1.负责支持运营、产品侧数据分析，针对各业务线开展数据分析，撰写相关数据分析报告。
2.负责公司日常数据监测，及数据后台相关业务配置维护工作。
3.负责深入理解公司业务，收集评估数据需求，制定解决方案进行推进。
4.负责业务产品的数据采集需求规划及项目跟进。

任职要求
1.统计学，数学，计算机，经济学等数据相关专业。
2.一年以上相关行业工作经验。
3.精通EXCEL，PPT。熟悉掌握Mysql，Mongo等主流数据库。
4.具备出色的数据敏感性及逻辑能力，并对需求有较好的判断和独立思考能力。
5.拥有良好的业务理解能力、沟通能力及团队合作能力。"
,北京,北京字节跳动科技有限公司,字节跳动,2000人以上,2018-08-19 18:09:44,海淀区,本科,"移动互联网,数据服务",[],全职,5019106,1-3年,15k-30k,"职位描述：

        职位职责：
1、深入业务， 能够将复杂的业务问题抽象转化为数据科学问题，利用对数据的深入分析支撑公司战略方向上的决策；
2、理解商业需求，运用统计建模，数据挖掘，机器学习方法解决实际业务问题。

职位要求：
1、本科及以上学历，数学、统计学相关专业优先，掌握扎实的统计学，数据挖掘，机器学习理论基础；
2、两年以上统计建模相关工作经验，有大型互联网公司应用统计建模提升业务关键指标的项目经验者优先；
3、熟练掌握Python/R等建模语言，熟悉Hadoop体系；
4、熟悉常见机器学习算法（如逻辑回归、SVM、神经网络、决策树、贝叶斯等）；
5、具有良好的逻辑推理能力，对解决具有挑战性问题充满激情；
6、具有团队/项目管理经验者优先。"
"['望京', '来广营']",北京,北京三快在线科技有限公司,美团点评,2000人以上,2018-08-25 21:10:28,朝阳区,大专,"移动互联网,O2O",[],全职,4933043,3-5年,12k-20k,"职位描述：

工作职责
1、结合大连锁团队目标，对核心经营指标、异常数据进行监测分析，建立并完善数据监测体系
2、基于餐饮品牌、地域、品类等维度的经营专题分析，对问题进行针对性解读分析
3、针对大连锁重点指标，拆分团队目标，制定各团队作战列表，提出可行性提升建议，跟进目标达成
4、总结产品需求，与技术团队对接，推动业务报表开发
5、为业务团队提供数据支持，满足数据抓取需求，提供数据建议和报表

工作要求
1、极强的主动性和自驱力
2、工作计划性强，考虑问题全面、认真细致，对工作结果交付有高度责任心
3、具备优秀的逻辑思维能力、表达能力、沟通协调能力，能够与各部门有效合作
4、熟练使用EXCEL，PPT，MySQL查询语言，有咨询或互联网行业背景优先"
,北京,北京作业盒子科技有限公司,作业盒子,500-2000人,2018-08-26 11:50:15,朝阳区,本科,"移动互联网,教育",[],全职,4876667,3-5年,20k-40k,"职位描述：

岗位职责：
1.与业务部门深度结合，建立基于业务场景的数据分析需求，解构各类业务问题并有效以数据分析进行衡量；
2.专项课题的研究分析，通过数据分析、调研等方式产出对业务有直接推动作用的策略及推动落地实施
3.负责业务目标及kpi规划制定；定期数据监控和波动分析，根据数据分析报告，有效提供改进策略和实施建议；
4.根据业务需求，对数据进行提取、整合、分析，通过数据为产品、业务优化提供效果评估，为产品调整提供数据决策支持。

职位要求：
1.本科及以上学历，统计、数学或计算机等相关专业
2、3年以上互联网业务数据分析经验；
3、熟练使用MySQL等数据提取工具，熟练使用SPSS、R、SAS、Python等任一统计分析工具；
4、具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断。"
"['团结湖', '朝阳公园', '水碓子']",北京,北京互连众信科技有限公司,资产360,150-500人,2018-08-24 09:52:11,朝阳区,本科,"移动互联网,O2O",[],全职,4956934,1-3年,8k-15k,"职位描述：

岗位职责：
1、通过数据库的分析挖掘，为决策提供数据支持，实现数据价值；
2、精通SQL，根据业务需求进行数据分析，提出合理运营建议；
3、负责与相关工作的人员做各类数据需求与对接，推动产品的发展与改进；
 
岗位要求：
1、本科（全日制统招）及以上学历，理工科专业优先；
2、相关工作经验1至3年；
3、有贷后数据分析经验优先；
4、严谨细致、逻辑清晰，头脑灵活，学习沟通能力强，执行力强，对数字敏感；"
"['上地', '马连洼', '西二旗']",北京,车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,2018-08-20 09:55:53,海淀区,本科,O2O,"['大数据', '商业', 'BI']",全职,4747422,1-3年,10k-20k,"职位描述：

工作职责1. 对接业务线需求，对需求进行梳理，对业务问题进行深度诊断性组合分析、挖掘、深度分析，并给出建议
2. 沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品的落地
3. 与相关团队协作进行数据建模工作，推动业务部门的数据化运任职要求1. 统计、数学、计算机专业本科及以上学历 2. 有数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验，尤其是互联网相关的优先 3. 有较强的逻辑推理能力，善于从商业角度解读数据 
4. 熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题 
5. 熟练运用SQL，熟练运用EXCEL、R语言等数据工具、熟练使用PPT，有很强的PPT功底 
6. 善于沟通和交流，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目"
['马连洼'],北京,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,2018-08-24 11:46:04,海淀区,本科,移动互联网,[],全职,4401401,3-5年,15k-22k,"职位描述：

职位描述:
1.统筹微博具体产品/项目从数据采集到分析汇报的全流程工作；
2.针对具体产品/项目，持续优化数据体系，监控KPI进展情况并给出合理建议，定期输出专题分析，建立良好的数据监控和汇报机制；
3.贴近业务，与产品、运营团队紧密配合，响应并管理各类数据需求，能够形成合理化的产品/运营建议影响决策。
4.建立针对特定问题的分析模型，通过前瞻性分析，洞察发展机遇并提出建议，确保能传达给业务负责人或高层；
职位要求：
1.3~5年互联网数据分析相关工作经验；
2.逻辑清晰、思维缜密、数据敏感度高，善于把握问题本质，具备良好的沟通、协调和执行能力。"
,北京,生命奇点（北京）科技有限公司,生命奇点,50-150人,2018-08-23 10:57:13,海淀区,本科,"医疗健康,数据服务",['大数据'],全职,4100604,应届毕业生,12k-24k,"职位描述：

工作职责：
1、深入理解产品、业务需求，利用数据挖掘、数据分析、机器学习相关算法，对医疗的各个环节：诊断、治疗、预后等，建立模型，进一步形成知识库；
2、利用大数据相关处理技术，对海量的业务数据进行清洗、整理；
3、根据业务要求，对产品数据进行统计性分析并出具报告；

职位要求：
1、计算机／数学／统计学／模式识别相关专业，本科应届以上学历；
2、熟悉数据挖掘、机器学习算法，有1年以上相关经验；
3、熟悉linux操作,熟练掌握Python语言；
4、具有良好的学习能力、沟通能力，和团队合作精神。"
"['学院路', '北太平庄', '牡丹园']",北京,北京万游网络科技有限公司,Gamegou,15-50人,2018-08-22 16:57:32,海淀区,本科,游戏,"['游戏', '大数据', '数据挖掘']",全职,4332776,3-5年,15k-25k,"职位描述：

岗位职责：
1. 主导整个项目数据收集和分析流程，精准提炼数据和分析，形成结论，并跟踪反馈整个过程；
2. .熟悉游戏分析的相关指标体系，有自己的深入见解；
3. 独立主导建设服务于游戏的通用分析框架并把框架抽象自动化，且主动推进实现，促进产品优化和提升
4. .整合外部数据，并结合游戏内用户行为，对用户进行多维度分析和挖掘，撰写高质量的分析报告，指导产品走向和项目改善；
任职要求：
1. .统计学、数学、信息与计算科学、计算机（有数据挖掘或BI经验）等相关专业本科以上学历，1年以上互联网数据分析经验；
2. .熟练使用Excel、SQL语句且工作曾使用过Hadoop \ Hive \ presto \ SQL server\ MySQL等中的至少一种。有hadoop、bash使用经验优先；
3. 精通使用SPSS、weka、R、python、matlab等统计分析软件中的至少一种；
4. 具有良好的沟通、表达能力，能够快速、准确地理解产品需求，并能主动且创新性地解决问题
5. 良好的逻辑思维与表达能力，善于用简单语言表述复杂结论；工作独立性强，强烈的自我驱动型，善于团队合作和管理；良好的数据敏感度，善于从海量数据中提炼核心结果；
6. 热爱游戏，有游戏运营经验优先"
,北京,一点网聚科技有限公司,一点资讯,500-2000人,2018-08-03 15:29:58,朝阳区,本科,移动互联网,[],全职,3627359,1-3年,20k-40k,"职位描述：



  工作职责
 

  1、对一点资讯亿级别用户行为数据进行分析、监控和挖掘；
   2、支持产品团队，从数据帮助产品找到产品优化提升的方向；
   3、与运营团队配合，用数据指导运营工作，以数据驱动用户的活跃。
  4、 与用户增长团队配合，通过数据方法协助高效的获取用户。
 

  任职资格
 

  1、本科及以上学历，计算机、统计学、数学等相关专业优先；
  2、有丰富的数据分析或数据挖掘经验。有IT大数据分析经验，咨询公司数据分析经验、互联网数据建模分析经验者优先；
  3、熟练使用 SQL 进行数据地查询与处理，掌握 Tableau/R/Python 等分析工具者优先；
  4、能快速理解业务，发掘业务细节和数据之间的联系；
  5、有一线产品或运营业务优化经验者优先；"
"['建外大街', 'CBD', '国贸']",北京,北京恒昌利通投资管理有限公司,恒昌利通,2000人以上,2018-08-23 09:17:45,朝阳区,本科,金融,[],全职,3871119,1-3年,15k-20k,"职位描述：

岗位职责：
1、负责信贷产品的信用评分模型建设；
2、参与风控策略的制定及风控流程设计；
3、多部门沟通协作，确保模型落地，并在上线后进行监控优化；
4、信贷产品贷后表现分析；
5、上级安排的其他相关的数据分析工作。

任职要求：
1、本科及本科以上学历，理工科优先；
2、2年及以上工作经验，至少参与一个数据分析类项目；
3、熟练掌握SQL语言，熟悉SAS优先；
4、本科211院校及以上优先考虑。"
"['西北旺', '上地', '马连洼']",北京,北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,2018-08-24 21:11:13,海淀区,本科,移动互联网,"['移动互联网', 'SQL', '数据运营']",全职,4979525,1-3年,20k-40k,"职位描述：

岗位要求：
1、 快速深入了解业务，通过数据分析深入挖掘用户行为、产品、体验等数据价值，持续发现产品问题及业务增长点，支撑产品、运营决策，驱动业务增长
2、 独立完成数据分析工作，包括数据提取、清洗、分析和报告等工作
3、 独立主动自驱，持续提出数据结论和有效建议，并推动落地解决
4、 通过持续数据分析形成方法论，提炼数据产品需求，形成数据产品解决方案，并推进方案落地执行
任职要求：
1、 2年以上互联网数据分析或数据挖掘工作经验
2、 数学、统计学、计算机等相关专业优先，掌握数据分析方法，能将相关方法应用于实际工作
3、 精通HIVE/SQL等数据提取技术，掌握Python/R等，精通Excel、PPT等软件
4、 具备良好数据敏感度和洞察力，逻辑清晰、表达能力佳
5、 具备一定的产品思维，具备一定的影响力和判断力
6、 有成功数据项目案例者优先"
"['朝阳门', '建国门']",北京,北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,2018-08-24 12:08:48,东城区,本科,金融,"['移动互联网', '风控', 'p2p产品']",全职,4943693,1-3年,10k-20k,"职位描述：

岗位职责：
    1. 根据风控业务分析需求进行数据库建设，定时任务创建、监控与维护管理
    2. 与IT开发团队进行数据库与分析环境需求对接
    3. 根据风控需要，定时产出风险管理业务指标监控报表
    4. 满足风控团队提出的数据分析需求
    5. 充分理解业务及指标，定期监控业务指标，从数据中发现业务问题，并形成可视化报告，向领层传达发现的问题。
任职要求：
    1. 全日制统招本科及以上学历，数学、统计、计算机、计量经济、数据挖掘、金融、物理等专业优先；
    2. 2年以上互联网产品运营，P2P、消费分期、小贷、银行等机构零售信用业务数据分析，或征信行业数据分析工作经验；
    3. 具有零售信用产品数据分析经验；
    4. 具有很强的数据敏感度，能够将业务问题与数据问题进行灵活转换；
    5. 熟练使用excel函数，可视化，数据透视等功能，熟练使用excel VBA者优先；
    6. 精通sql数据库建表，存储，查询，维护管理技能；
    7. 精通利用SAS、R、Python中的一种进行数据抽取，加工；
    8. 具有较强的理解，学习，沟通能力。"
"['大山子', '酒仙桥']",北京,同程网络科技股份有限公司,同程艺龙,2000人以上,2018-08-24 09:16:52,朝阳区,本科,"旅游,电子商务",[],全职,4859577,3-5年,20k-30k,"职位描述：


任职资格：
1.应用数学、统计学或相关专业优先
2.3年以上数据分析经验，有过海量数据分析经验
3.有互联网行业的从业经验者优先
4.熟练使用SQL语言进行数据分析工作；
5.除Excel外，精通一门数据分析工具，python和R优先
6.具备良好的沟通能力和表达能力，有独立开展业务调研、数据分析、报告编写的经验；
7.热爱互联网产品，热爱数据分析工作，善思考、逻辑思维能力强，善于用简单语言表述复杂结论；
8.对数据驱动业务有深入理解，对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
工作职责：
1、为各事业部运营、市场投放、产品运营等团队提供数据分析支持；
2、负责收集整理各业务数据，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析和建模，对相关数据进行深度挖掘分析；
3、对公司业务的运营进行评估和建议，从数据的角度推动公司运营决策、产品方向和运营；4. 深入理解业务，发现业务特征潜在机会，并给出有效的行动建议。"
